Shipment No.,Status,Direction,Product,Shipment Type,Product Type,Oper. Year,Oper. Period,Shipment Week,Shipment Day,Shipment Date,Principal,Carrier,Incoterm,Shipper Postcode,Shipper City,Shipper Country,Consignee Postcode,Consignee City,Consignee Country,Invoiced,Insurance,Letter Of Credit,Dangerous,Pieces,Actual Weight (kg),Volume (cbm),Charg. Weight (kg),W/M,FCL TEU,GP (EUR),Weight Group,Tracking Number,(Air)Port of Origin,Origin Country,(Air)Port of Destination,Destination Country,MS1 Count,MS2 Count,MS3 Count,MS4 Count,MS5 Count,MS6 Count
1000076,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"6,441",0,0.000,0,-,-,"1,203.84",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000077,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,027",0,0.000,0,-,-,736.46,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000078,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,704",0,0.000,0,-,-,0.00,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000079,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,753,0,0.000,0,-,-,186.41,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000080,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,562",0,0.000,0,-,-,"1,268.45",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000081,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"40,250",0,0.000,0,-,-,"2,490.97",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000082,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,31.44,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000083,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,0.00,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000084,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,324.01,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000085,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/08,20210228,28.02.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,490.77,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000086,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/07,20210221,21.02.2021,Customer 8,BVA - BEURTVAARTADRES,EXW,11148,TAIPEI,TW - TAIWAN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,4,26,0.000,26,-,-,200.52,25,-,TPE-TAIPEI,TW-TAIWAN,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000087,Active,Import,Airfreight,Consol,Consolidation,2021,202102,2021/07,20210217,17.02.2021,Customer 17,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,166,0.720,166,-,-,121.34,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000088,Active,Import,Airfreight,Consol,Consolidation,2021,202102,2021/06,20210211,11.02.2021,Customer 37,EY - ETIHAD CRYSTAL CARGO,EXW,8604,VOLKETSWIL,CH - SWITZERLAND,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,3,538,3.437,573,-,-,376.17,500,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000089,Active,Import,Airfreight,Direct,Prime,2021,202102,2021/06,20210209,09.02.2021,Customer 38,BVA - BEURTVAARTADRES,EXW,3170,MULGRAVE,AU - AUSTRALIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,34,0.001,34,-,-,153.61,30,-,MEL-MELBOURNE,AU-AUSTRALIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000090,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,880",0,0.000,0,-,-,"7,053.57",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000091,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,081",860,0.000,860,-,-,"1,803.03",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000092,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,398.56,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000093,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,270.57,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000094,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,398,78,0.000,78,-,-,482.23,45,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000095,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,"5,201.52",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000096,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,110,0,0.000,0,-,-,27.23,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000097,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210131,31.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,634",286,0.000,286,-,-,637.19,250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000098,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210127,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"7,053",0,0.000,0,-,-,"1,337.02",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000099,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210127,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,749",655,0.000,655,-,-,311.67,500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000100,Active,Import,Airfreight,Direct,Prime,2021,202101,2021/04,20210127,27.01.2021,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,558","1,303",0.000,"1,303",-,-,"1,429.11",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000101,Active,Import,Airfreight,Consol,Consolidation,2021,202101,2021/03,20210121,21.01.2021,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,113,0.432,113,-,-,119.45,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000102,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/53,20201229,29.12.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,177",96,0.000,96,-,-,350.84,45,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000103,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/53,20201229,29.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,649","3,995",0.000,"3,995",-,-,"4,095.76",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000104,Active,Import,Airfreight,Consol,Consolidation,2020,202012,2020/53,20201228,28.12.2020,Customer 39,EK - EMIRATES AIRLINES,EXW,2675 LN,HONSELERSDIJK,NL - THE NETHERLANDS,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,18,264,0.960,264,-,-,133.70,250,-,AMS-AMSTERDAM,NL-NETHERLANDS,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000105,Active,Import,Airfreight,Consol,Consolidation,2020,202012,2020/52,20201223,23.12.2020,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,93,0.576,96,-,-,119.56,45,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000106,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/52,20201222,22.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"2,675","1,724",0.000,"1,724",-,-,"2,268.18",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000107,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/52,20201222,22.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,278,0,0.000,0,-,-,"1,720.47",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,CAI-CAIRO,EG-EGYPT,1,1,1,1,1,0
1000108,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/52,20201221,21.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,801",353,0.000,353,-,-,"1,671.71",250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,1,0,0,1
1000109,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/52,20201221,21.12.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,942,122,0.000,122,-,-,"1,085.51",100,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000110,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/51,20201215,15.12.2020,Customer 27,BVA - BEURTVAARTADRES,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,0,0.000,0,-,-,"1,753.58",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,CAI-CAIRO,EG-EGYPT,1,1,1,1,0,0
1000111,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/50,20201213,13.12.2020,Customer 40,CA - AIR CHINA INTERNATIONAL CORPORATION,EXW,221,NEW TAIPEI CITY,TW - TAIWAN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,90,364,4.804,801,-,-,32.18,500,-,CAN-GUANGZHOU,CN-CHINA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000112,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/50,20201208,08.12.2020,Customer 35,BVA - BEURTVAARTADRES,EXW,20863,CONCOREZZO,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,8,0.175,29,-,-,86.64,25,-,MIL-MILANO,IT-ITALY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000113,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/50,20201208,08.12.2020,Customer 35,BVA - BEURTVAARTADRES,EXW,23877,PADERNO D'ADDA,IT - ITALY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,1,0.045,8,-,-,64.36,5,-,MIL-MILANO,IT-ITALY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000114,Active,Import,Airfreight,Direct,Prime,2020,202012,2020/49,20201202,02.12.2020,Customer 8,BVA - BEURTVAARTADRES,EXW,48691,VREDEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,4,45,0.288,48,-,-,74.76,45,-,HAM-HAMBURG,DE-GERMANY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000115,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/49,20201130,30.11.2020,Customer 38,BVA - BEURTVAARTADRES,EXW,95032,LOS GATOS,US - UNITED STATES OF AMERICA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,16,152,0.000,152,-,-,188.14,100,-,LAX-LOS ANGELES,US-UNITED STATES OF AMERICA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000116,Active,Import,Airfreight,Consol,Consolidation,2020,202011,2020/48,20201124,24.11.2020,Customer 17,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,122,0.864,144,-,-,120.23,100,-,FRA-FRANKFURT,DE-GERMANY,DWC-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000117,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/47,20201122,22.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"5,229","2,137",0.000,"2,137",-,-,"1,294.44",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000118,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/47,20201122,22.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"3,934",550,0.000,550,-,-,"3,826.26",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000119,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/47,20201117,17.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,300","3,250",0.000,"3,250",-,-,"2,395.05",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000120,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/47,20201117,17.11.2020,Customer 27,BVA - BEURTVAARTADRES,EXW,-,DUBAI,AE - UNITED ARAB EMIRATES,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,592,0,0.000,0,-,-,29.71,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000121,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/47,20201117,17.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,688,"1,809",0.000,"1,809",-,-,"2,120.51",1000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000122,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/46,20201110,10.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,340,908,0.000,925,-,-,974.11,500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000123,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/46,20201110,10.11.2020,Customer 8,BVA - BEURTVAARTADRES,EXW,603002,KANCHEPURAM,IN - INDIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,3,34,0.675,113,-,-,204.48,100,-,MAA-CHENNAI,IN-INDIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,0,0
1000124,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/46,20201109,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"4,032",0,0.000,0,-,-,748.59,1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000125,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/46,20201109,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,"2,435.15",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000126,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/46,20201109,09.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,0,0,0.000,0,-,-,"2,227.95",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000127,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/45,20201105,05.11.2020,Customer 16,CMR - ROAD TRANSPORT,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"11,740",0,0.000,0,-,-,"2,834.20",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,0,0,0,0,0
1000128,Active,Import,Airfreight,Consol,Consolidation,2020,202011,2020/45,20201103,03.11.2020,Customer 5,EY - ETIHAD CRYSTAL CARGO,EXW,79379,MUELLHEIM,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,122,0.432,122,-,-,88.09,100,-,FRA-FRANKFURT,DE-GERMANY,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
1000129,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/45,20201103,03.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"6,500",0,0.000,0,-,-,"1,206.74",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,0,0
1000130,Active,Import,Airfreight,Consol,Consolidation,2020,202011,2020/45,20201102,02.11.2020,Customer 41,EY - ETIHAD CRYSTAL CARGO,EXW,43890,TARRAGONA,ES - SPAIN,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,5,90,0.241,90,-,-,316.82,45,-,BCN-BARCELONA,ES-SPAIN,SHJ-SHARJAH,AE-UNITED ARAB EMIRATES,1,0,0,0,2,0
1000131,Active,Import,Airfreight,Master,Economy,2020,202011,2020/45,20201102,02.11.2020,Customer 11,EY - ETIHAD CRYSTAL CARGO,EXW,08820,EL PRAT DE LLOBRE,ES - SPAIN,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,90,0.241,90,-,-,0.00,45,-,BCN-BARCELONA,ES-SPAIN,SHJ-SHARJAH,AE-UNITED ARAB EMIRATES,0,0,0,0,0,0
1000132,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/45,20201102,02.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"13,520","5,667",0.000,"5,667",-,-,"3,347.28",5000,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,2,1,1,1,0,0
1000133,Active,Import,Airfreight,Direct,Prime,2020,202011,2020/44,20201101,01.11.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"32,677",0,0.000,0,-,-,"2,876.22",1,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,2,1,1,1,0,0
1000134,Active,Import,Airfreight,Consol,Consolidation,2020,202011,2020/44,20201101,01.11.2020,Customer 42,EY - ETIHAD CRYSTAL CARGO,EXW,81400,SENAI JOHOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,1,406,0.813,406,-,-,772.39,250,-,KUL-KUALA LUMPUR,MY-MALAYSIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
1000135,Active,Import,Airfreight,Master,Economy,2020,202011,2020/44,20201101,01.11.2020,Customer 11,EY - ETIHAD CRYSTAL CARGO,EXW,41200,"KLANG, SELANGOR",MY - MALAYSIA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,0,406,0.813,406,-,-,0.00,250,-,KUL-KUALA LUMPUR,MY-MALAYSIA,DXB-DUBAI,AE-UNITED ARAB EMIRATES,0,0,0,0,0,0
1000136,Active,Import,Airfreight,Direct,Prime,2020,202010,2020/44,20201030,30.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"7,740",924,0.000,924,-,-,"1,916.04",500,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
1000137,Active,Import,Airfreight,Direct,Prime,2020,202010,2020/44,20201030,30.10.2020,Customer 16,BVA - BEURTVAARTADRES,EXW,13414,RIYADH,SA - SAUDI ARABIA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,"1,767",452,0.000,452,-,-,"1,963.94",250,-,DXB-DUBAI,AE-UNITED ARAB EMIRATES,RUH-RIYADH,SA-SAUDI ARABIA,1,1,1,1,1,1
