,ShipmentNo_,Status,Direction,Product,ShipmentType,ProductType,Oper_Year,Oper_Period,ShipmentWeek,ShipmentDay,ShipmentDate,Principal,Carrier,Incoterm,ShipperPostcode,ShipperCity,ShipperCountry,ConsigneePostcode,ConsigneeCity,ConsigneeCountry,Invoiced,Insurance,LetterOfCredit,Dangerous,Pieces,ActualWeight(kg),Volume(cbm),Charg_Weight(kg),W/M,FCLTEU,GP(EUR),WeightGroup,TrackingNumber,(Air)PortofOrigin,OriginCountry,(Air)PortofDestination,DestinationCountry,MS1Count,MS2Count,MS3Count,MS4Count,MS5Count,MS6Count
2488,2102103,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,06.01.2020,Customer 660,MAEU - MAERSK KANOO UAE LLC,DDP,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,8606 JP,SNEEK,NL - THE NETHERLANDS,Yes,N,N,N,-,"1,64,295",140,-,164,7,-90.99,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,0,0,0,1,0
2489,2102104,1,1,1,FCL,FCL,2020,202001,2020/02,00:00.0,09.01.2020,Customer 660,MAEU - MAERSK KANOO UAE LLC,DDP,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,8606 JP,SNEEK,NL - THE NETHERLANDS,Yes,N,N,N,-,"47,012",40,-,47,2,505.2,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,0,0,0,1,0
2490,2102105,1,1,1,FCL,FCL,2020,202001,2020/04,00:00.0,26.01.2020,Customer 660,MAEU - MAERSK KANOO UAE LLC,DDP,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,8606 JP,SNEEK,NL - THE NETHERLANDS,Yes,N,N,N,-,"46,710",40,-,47,0,35.64,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,0,0,0,1,0
2491,2102106,1,1,1,FCL,FCL,2020,202002,2020/05,00:00.0,02.02.2020,Customer 660,MAEU - MAERSK KANOO UAE LLC,DDP,.,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,8606 JP,SNEEK,NL - THE NETHERLANDS,Yes,N,N,N,-,"48,636",40,-,49,2,19.58,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,0,0,0,1,0
2492,2102107,1,0,1,FCL,FCL,2020,202001,2020/02,00:00.0,07.01.2020,Customer 477,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,33166,DUBAI,AE - UNITED ARAB EMIRATES,18055,ROSTOCK,DE - GERMANY,Yes,N,N,N,-,"8,252",0,-,8,3,264.49,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMBURG,DE-GERMANY,1,1,1,2,0,0
2493,2102108,1,1,2,LCL,LCL,2020,202001,2020/01,00:00.0,01.01.2020,Customer 378,SHPT - SSC CONSOLIDATION SHIPCO,CFR,48160,DERIO,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,622,1.31,-,1,0,109.63,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2494,2102109,1,0,1,FCL,FCL,2020,202002,2020/08,00:00.0,22.02.2020,Customer 483,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,",",DUBAI,AE - UNITED ARAB EMIRATES,31293,SESMA,ES - SPAIN,Yes,N,N,N,-,"2,112",20,-,20,1,291.8,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BARCELONA,ES-SPAIN,1,1,1,1,0,0
2495,2102110,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,25.12.2021,Customer 374,HLCU - HAPAG-LLOYD AGENCY L.L.C,DDP,5048 AN,TILBURG,NL - THE NETHERLANDS,-,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,008",20,-,20,1,87.99,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2496,2102111,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 828,"KMTU - KOREA MARINE TRANSPORT CO., LTD",CFR,422007,NASHIK,IN - INDIA,-,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,749",20,-,20,1,23.68,-,-,JAWAHARLAL NEHRU (NHAVA SHEVA),IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2497,2102112,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 333,CPW - CP WORLD LLC,FOB,261400,YANTAI,CN - CHINA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,798,0.754,-,1,0,139.29,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2498,2102113,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 333,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,WR9 9BG,WORCESTER SHIRE,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"3,574",8.45,-,8,0,444.96,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2499,2102114,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 710,CGMU - CMA CGM AND ANL (NE) LLC,CFR,27055,RIVANAZZANO (PAVIA),IT - ITALY,46962,ABU DHABI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"24,204",0,-,24,4,"2,861.21",-,-,GENOVA,IT-ITALY,ABU DHABI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2500,2102115,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,CGMU - CMA CGM AND ANL (NE) LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"2,24,116",0,-,224,15,"10,930.05",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2501,2102116,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 705,SHPT - SSC CONSOLIDATION SHIPCO,DAP,1550,MANDALUYONG METRO MANILA,PH - PHILIPPINES,24309,UMM AL QUWAIN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,679,1.21,-,1,0,23.68,-,-,HONG KONG,HK-HONG KONG,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,0
2502,2102117,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,ST6 3RB,TRENT,GB - UNITED KINGDOM,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,863",24.6,-,25,0,462.28,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2503,2102118,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,20010,BUSCATE (MI),IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,027",15.22,-,15,0,312.12,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2504,2102119,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 675,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,20010,BUSCATE (MI),IT - ITALY,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,111",22.67,-,23,0,536.54,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2505,2102120,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 675,SHPT - SSC CONSOLIDATION SHIPCO,EXW,26240,SAINT UZE,FR - FRANCE,.,TECOM (MEDIA CITY),AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,785,12.48,-,12,0,379.19,-,-,GENOVA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2506,2102121,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 227,SHPT - SSC CONSOLIDATION SHIPCO,CFR,42781,HAAN,DE - GERMANY,.,AJMAN,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,828",3.372,-,3,0,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2507,2102122,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 566,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,CFR,.,SHARJAH,AE - UNITED ARAB EMIRATES,999999,KAKINADA,IN - INDIA,Yes,N,N,N,-,"34,150",75,-,75,0,512.29,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,CHENNAI (EX MADRAS),IN-INDIA,1,1,1,1,0,0
2508,2102123,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 566,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,97642,DUBAI,AE - UNITED ARAB EMIRATES,238,JUBA,KE - KENYA,Yes,N,N,N,-,"14,300",45,-,45,2,220.6,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,MOMBASA,KE-KENYA,1,1,1,1,1,0
2509,2102124,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,CGMU - CMA CGM AND ANL (NE) LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"1,62,994",0,-,163,18,"4,049.74",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2510,2102125,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 327,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"12,277",0,-,12,2,33.35,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2511,2102126,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 930,EGLV - EVERGREEN SHIPPING AGENCY COMPANY (UAE) L.L.C,CFR,350000,FUZHOU,CN - CHINA,13414,RIYADH,SA - SAUDI ARABIA,Yes,N,N,N,-,"6,825",64.85,-,65,2,47.36,-,-,FUZHOU PT,CN-CHINA,AD DAMMAM,SA-SAUDI ARABIA,1,0,0,0,1,0
2512,2102127,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,30.12.2021,Customer 350,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,PE29 2XN,"GODMANCHESTER, HUNTINGDON",GB - UNITED KINGDOM,.,"DEIRA, DUBAI",AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,332",10.29,-,10,0,257.95,-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2513,2102128,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,29.12.2021,Customer 333,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,42389,WUPPERTAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"16,027",0,-,16,1,28.37,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2514,2102129,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,29.12.2021,Customer 326,SHPT - SSC CONSOLIDATION SHIPCO,CFR,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,878,10.691,-,11,0,116.08,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2515,2102130,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,29.12.2021,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,174,0.413,-,0,0,103.18,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2516,2102131,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,29.12.2021,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,CFR,58256,ENNEPETAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,93,0.768,-,1,0,85.12,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2517,2102132,1,1,2,LCL,LCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 333,SHPT - SSC CONSOLIDATION SHIPCO,CFR,32107,BAD SALZUFLEN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,98,0.409,-,0,0,102.21,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2518,2102133,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,27.12.2021,Customer 732,CGMU - CMA CGM AND ANL (NE) LLC,FOB,-,SHARJAH,AE - UNITED ARAB EMIRATES,-,DOHA,QA - QATAR,Yes,N,N,N,-,"80,388",644,-,644,28,410.21,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BGN/PCGN1956 - HAMAD,QA-QATAR,1,1,1,1,0,0
2519,2102134,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,MAEU - MAERSK KANOO UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"1,26,773",0,-,127,7,"3,827.63",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2520,2102135,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,MAEU - MAERSK KANOO UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"1,34,400",0,-,134,8,"4,355.61",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2521,2102136,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,MAEU - MAERSK KANOO UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"1,26,773",0,-,127,7,"3,791.09",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2522,2102137,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,MAEU - MAERSK KANOO UAE LLC,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"50,400",0,-,50,3,"1,694.69",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2523,2102138,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,28.12.2021,Customer 544,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,SN1 2HY,UNITED KINGDOM,GB - UNITED KINGDOM,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"15,693",45,-,45,2,"1,282.89",-,-,LONDON GATEWAY PORT,GB-UNITED KINGDOM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2524,2102139,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,27.12.2021,Customer 669,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,57319,BERLEBURG,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"22,520",40,-,40,2,81.25,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2525,2102140,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,28.12.2021,Customer 359,SUDU - HAMBURG SUD SHIPPING LLC,CFR,8110,BARCELONA,ES - SPAIN,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"16,742",40,-,40,2,119.95,-,-,BARCELONA,ES-SPAIN,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2526,2102141,1,1,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 519,SAFM - SAFMARINE UAE,CFR,15700,GAZIANTEP,TR - TURKEY,49584,FURSTENAU,DE - GERMANY,Yes,N,N,N,-,"20,512",0,-,21,2,-2.26,-,-,MERSIN,TR-TURKEY,SALERNO,IT-ITALY,1,0,0,0,1,0
2527,2102142,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"2,17,325",0,-,217,12,"1,907.48",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2528,2102143,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,26.12.2021,Customer 329,ECUI - ECU LINE MIDDLE EAST LLC,CFR,3803,HALLAM,AU - AUSTRALIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,180",3.187,-,3,0,99.31,-,-,MELBOURNE,AU-AUSTRALIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2529,2102144,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,26.12.2021,Customer 329,ECUI - ECU LINE MIDDLE EAST LLC,CFR,3803,HALLAM,AU - AUSTRALIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,74,0.232,-,0,0,113.5,-,-,MELBOURNE,AU-AUSTRALIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2530,2102145,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,31.12.2021,Customer 338,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,.,DUBAI,AE - UNITED ARAB EMIRATES,0,BENGHAZI,LY - LIBYA,Yes,N,N,N,-,"1,26,773",0,-,127,7,"1,437.55",-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,BINGAZI (BENGHAZI),LY-LIBYA,1,0,0,1,0,0
2531,2102146,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,25.12.2021,Customer 539,CPW - CP WORLD LLC,DAP,30020,TORRE DI MOSTO,IT - ITALY,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,133",2.17,-,2,0,584.58,-,-,VADO/LUCCA,IT-ITALY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2532,2102147,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,23.12.2021,Customer 602,OOCL - OOCL (UAE) LLC,CFR,SN28BW,WILTSHIRE,GB - UNITED KINGDOM,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,559",28.2,-,28,1,128.98,-,-,HONG KONG,HK-HONG KONG,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2533,2102148,1,0,1,FCL,FCL,2021,202112,2021/51,00:00.0,24.12.2021,Customer 704,CGMU - CMA CGM AND ANL (NE) LLC,CFR,0,RAS AL KHAIMAH,AE - UNITED ARAB EMIRATES,41352,KORSCHENBROICH,DE - GERMANY,Yes,N,N,N,-,"18,500",25,-,25,1,40.47,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ROTTERDAM,NL-NETHERLANDS,1,0,0,1,0,0
2534,2102149,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,23.12.2021,Customer 767,HLCU - HAPAG-LLOYD AGENCY L.L.C,CFR,79804,DOGERN,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"2,047",40,-,40,2,128.98,-,-,ANTWERPEN,BE-BELGIUM,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2535,2102150,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,22.12.2021,Customer 371,NAQA - VANGUARD LOGISTICS SERVICES UAE,CFR,1015,VITORIA - GASTEIZ,ES - SPAIN,1536,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,884",11.413,-,11,0,128.98,-,-,QINGDAO PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2536,2102151,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,22.12.2021,Customer 561,SHPT - SSC CONSOLIDATION SHIPCO,CFR,27253,NC,US - UNITED STATES OF AMERICA,3817,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,819",3.584,-,4,0,128.98,-,-,CHARLOTTE,US-UNITED STATES OF AMERICA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2537,2102152,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,22.12.2021,Customer 220,MAEU - MAERSK KANOO UAE LLC,CFR,85716,UNTERSCHLEISSHEIM,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"20,340",25,-,25,1,128.98,-,-,BREMERHAVEN,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2538,2102153,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,22.12.2021,Customer 220,MAEU - MAERSK KANOO UAE LLC,CFR,85716,UNTERSCHLEISSHEIM,DE - GERMANY,.,SHARJAH,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"26,394",50,-,50,2,128.98,-,-,BREMERHAVEN,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,1,0,1,0
2539,2102154,1,0,1,FCL,FCL,2021,202112,2021/52,00:00.0,27.12.2021,Customer 524,CGMU - CMA CGM AND ANL (NE) LLC,FOB,V5P 2S8,VANCOUVER,CA - CANADA,-,DOHA,QA - QATAR,Yes,N,N,N,-,"13,100",12.568,-,13,1,104.62,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,HAMADA,JP-JAPAN,1,1,1,1,0,0
2540,2102155,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,21.12.2021,Customer 328,"MAC7 - MACNELS SHIPPING, DUBAI",CFR,81400,SENAI JOHOR,MY - MALAYSIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"6,020",20.732,-,21,0,110.27,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2541,2102156,1,1,2,LCL,LCL,2021,202112,2021/51,00:00.0,23.12.2021,Customer 881,SHPT - SSC CONSOLIDATION SHIPCO,CFR,6961 LB,EERBEEK,NL - THE NETHERLANDS,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,856",1.786,-,2,0,128.98,-,-,ROTTERDAM,NL-NETHERLANDS,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2542,2102157,1,1,1,FCL,FCL,2021,202112,2021/51,00:00.0,20.12.2021,Customer 345,MSCU - MSC MEDITERRANEAN SHIPPING COMPANY (U.A.E.) L.L.C.,CFR,141010,PUNJAB,IN - INDIA,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"24,740",48.547,-,49,2,122.53,-,-,MUNDRA,IN-INDIA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2543,2102158,1,1,1,FCL,FCL,2021,202112,2021/50,00:00.0,19.12.2021,Customer 349,WHL - WAN HAI LINES (UAE) LLC,CFR,710600,SHANNXI,CN - CHINA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"5,921",51.25,-,51,2,128.98,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2544,2102159,1,1,1,FCL,FCL,2021,202112,2021/50,00:00.0,19.12.2021,Customer 349,WHL - WAN HAI LINES (UAE) LLC,CFR,710600,SHANNXI,CN - CHINA,-,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"7,258",53.51,-,54,2,128.98,-,-,SHANGHAI PT,CN-CHINA,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2545,2102160,1,1,2,LCL,LCL,2021,202112,2021/50,00:00.0,17.12.2021,Customer 444,"MAC7 - MACNELS SHIPPING, DUBAI",EXW,8932,METTMENSTETTEN,CH - SWITZERLAND,70320,SITRA,BH - BAHRAIN,Yes,N,N,N,-,225,0.656,-,1,0,180.57,-,-,HAMBURG,DE-GERMANY,BAHRAIN INTERNATIONAL AIRPORT,BH-BAHRAIN,1,0,0,0,1,1
2546,2102161,1,1,2,LCL,LCL,2021,202112,2021/50,00:00.0,18.12.2021,Customer 336,SHPT - SSC CONSOLIDATION SHIPCO,DAP,618303,SINGAPORE,SG - SINGAPORE,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"1,285",2.939,-,3,0,116.08,-,-,SINGAPORE,SG-SINGAPORE,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2547,2102162,1,1,2,LCL,LCL,2021,202112,2021/50,00:00.0,16.12.2021,Customer 332,SHPT - SSC CONSOLIDATION SHIPCO,CFR,42389,WUPPERTAL,DE - GERMANY,.,DUBAI,AE - UNITED ARAB EMIRATES,Yes,N,N,N,-,"4,668",20.456,-,20,0,167.67,-,-,HAMBURG,DE-GERMANY,JEBEL ALI,AE-UNITED ARAB EMIRATES,1,0,0,0,1,1
2548,2102163,1,0,1,FCL,FCL,2021,202112,2021/51,00:00.0,26.12.2021,Customer 149,HLCU - HAPAG-LLOYD AGENCY L.L.C,FOB,-,JEBEL ALI FREE ZONE DUBAI,AE - UNITED ARAB EMIRATES,4000,ANTWERPEN,BE - BELGIUM,Yes,N,N,N,-,"3,937",40,-,40,2,142.95,-,-,JEBEL ALI,AE-UNITED ARAB EMIRATES,ANTWERPEN,BE-BELGIUM,1,1,1,1,0,0
